"title","company","location","link","description","category"
"Generative AI / AWS Cloud / Technical Architect","Simple Solutions","Remote","https://www.dice.com/job-detail/5a3216d4-653a-47a3-8479-cbe4da6bb2c0","Simple Solutions

Easy Apply
Generative AI / AWS Cloud / Technical Architect

Remote

•

Today

Position; Senior Technical Cloud Architect with Generative AI (AWS Bedrock & LLM) Remote Duration: 12 Months 15+ Years Job Description: Senior Technical Cloud Architect with Generative AI (AWS Bedrock & LLM) Location: Remote Employment Type: Full-time / Contract About the Role We are seeking a highly motivated Generative AI Consultant with deep expertise in AWS services (especially Bedrock) and hands-on experience implementing Gen AI solutions. The ideal candidate is not only technically strong

Contract

$80 - $90","Boston AI"
"Fullstack Developer (React & Generative AI)-Remote","mProgen","Remote","https://www.dice.com/job-detail/2029fa2e-783e-4eb2-9990-8a5e263e1b1d","mProgen

Easy Apply
Fullstack Developer (React & Generative AI)-Remote

Remote

•

Today

We are seeking a highly skilled Fullstack Developer with strong expertise in React.js for front-end development and hands-on experience in Generative AI (Gen AI) technologies for building intelligent, scalable applications. The ideal candidate will have solid knowledge of modern web development, backend integration, and experience leveraging Gen AI models (OpenAI, Azure OpenAI, Hugging Face, LangChain, or similar frameworks) to deliver next-generation user experiences. Required Skills & Qualific

Contract

Depends on Experience","Boston AI"
"Generative AI Engineer - Power Apps, Dynamics 365, Power Platform (needed)","Radiant System, Inc","Remote","https://www.dice.com/job-detail/5b3603b3-9bac-4e1e-b4f2-e66881f56f07","Radiant System, Inc

Easy Apply
Generative AI Engineer - Power Apps, Dynamics 365, Power Platform (needed)

Remote

•

2d ago

Title: Generative AI Engineer Location: REMOTE Duration: 12+ Months Position Summary: About the Role: We are seeking a Generative AI Solutions Lead to join our Home Protection Technology team. This role will drive the adoption of AI/ML capabilities across our business platforms (D365 F&O, Power Platform, Dataverse, and integration layer), with a focus on accelerating process automation, enhancing customer and employee experiences, and optimizing operational costs. This position bridges busine

Contract, Third Party

Depends on Experience","Boston AI"
"Product Manager Generative & Agentic AI (W2 only)","nTech Solutions","Remote or Hybrid in Scottsdale, Arizona","https://www.dice.com/job-detail/b8258cc8-20c7-45cb-af00-ab37a9bb3c92","nTech Solutions

Easy Apply
Product Manager Generative & Agentic AI (W2 only)

Remote or Hybrid in Scottsdale, Arizona

•

15d ago

Job Title: Product Manager Generative & Agentic AI Location: United States (Remote or Hybrid) Employment Type: Full-Time About the Role: We are looking for a strategic and driven Product Manager to lead AI-driven product development initiatives with a strong focus on Generative AI and Agentic AI frameworks tailored for the Life Sciences Commercial domain. In this role, you will help shape the next generation of intelligent tools that support pharmaceutical and biotech companies across sales, ma

Full-time

Depends on Experience","Boston AI"
"Product Manager - Generative & Agentic AI","Uniqsoft","Remote","https://www.dice.com/job-detail/7ebb6caf-ad2f-4087-b9cd-47ab805b1ae5","Uniqsoft

Easy Apply
Product Manager - Generative & Agentic AI

Remote

•

4d ago

Job Title: Product Manager Generative & Agentic AI Location: FULLY Remote Position type: FULLTIME Permanent Salary: $150K/Yr + Standard Benefits About the Role: We are looking for a strategic and driven Product Manager to lead AI-driven product development initiatives with a strong focus on Generative AI and Agentic AI frameworks tailored for the Life Sciences Commercial domain. In this role, you will help shape the next generation of intelligent tools that support pharmaceutical and biotech c

Full-time

Depends on Experience","Boston AI"
"Senior/Principal Machine Learning Engineer, Generative AI","Autodesk Inc.","Boston, Massachusetts","https://www.dice.com/job-detail/a8d19f1b-8c3d-4a31-be4a-ac05b79ab914","Autodesk Inc.

Apply Now
Senior/Principal Machine Learning Engineer, Generative AI

Boston, Massachusetts

•

Today

Job Requisition ID # 25WD89883 Position Overview Autodesk is leading the transformation of the AEC industry, integrating AI technology into our products. We're enhancing our applications with cloud-native capabilities, including data at scale, edge computing, AI-based solutions, and advanced 3D modeling and graphics. This innovation is happening across our flagship products-AutoCAD, Revit, and Construction Cloud-and Forma, our new Industry Cloud. As a Machine Learning Engineer on the AEC Sol

Full-time

USD 166,600.00 - 269,500.00 per year","Boston AI"
"Principal Research Engineer: AEC Geometric Data-Generative AI US or Canada","Autodesk Inc.","Boston, Massachusetts","https://www.dice.com/job-detail/118855d8-5a87-44c8-9dd7-4cba461ff290","Autodesk Inc.

Apply Now
Principal Research Engineer: AEC Geometric Data-Generative AI US or Canada

Boston, Massachusetts

•

Today

Job Requisition ID # 25WD90812 Principal Research Engineer: AEC Geometric Data-Generative AI Autodesk is leading the transformation of the AEC industry, integrating AI technology into our products. We're enhancing our applications with cloud-native capabilities, including data at scale, edge computing, AI-based solutions, and advanced 3D modeling and graphics. This innovation is happening across our flagship products-AutoCAD, Revit, and Construction Cloud-and Forma, our new Industry Cloud. A

Full-time

USD 146,900.00 - 237,600.00 per year","Boston AI"
"Generative AI Engineering Lead","Citi","Remote or New York, New York","https://www.dice.com/job-detail/621d0a6e-d352-434e-a2ba-f44a1658b7fc","Citi

Apply Now
Generative AI Engineering Lead

Remote or New York, New York

•

Today

Overview of Citi: Citi is a world-leading global bank. We have approximately 200 million customer accounts and a presence in more than 100 countries and jurisdictions worldwide. We provide consumers, corporations, governments, and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. We enable clients to achieve their strategic financial objec

Full-time

USD 142,320.00 - 213,480.00 per year","Boston AI"
"Senior Data Scientist, Generative AI","Johnson & Johnson","Remote or New Brunswick, New Jersey","https://www.dice.com/job-detail/282cc8e1-818c-4867-a81c-492a2e5487d8","Johnson & Johnson

Apply Now
Senior Data Scientist, Generative AI

Remote or New Brunswick, New Jersey

•

Today

At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. Learn m

Full-time

USD 147,000.00 - 169,050.00 per year","Boston AI"
"Senior Generative AI Research Engineer","NVIDIA Corporation","Remote or California","https://www.dice.com/job-detail/05770718-1459-4cab-8dce-db4ef9bdcabe","NVIDIA Corporation

Apply Now
Senior Generative AI Research Engineer

Remote or California

•

Today

At NVIDIA, we're not just building the future, we're generating it. Our Cosmos generative AI engineering team is pushing the boundaries of what's possible across multimodal learning, video generation, synthetic data, intelligent simulation, and agentic systems. We are looking for exceptionally driven engineers and applied scientists with deep experience in generative modeling to help define the next era of AI computing. What you'll be doing: Design, post-train, and optimize foundation models (e

Full-time

USD 224,000.00 per year","Boston AI"
"Generative AI & Machine Learning Engineer","Thomson Reuters U.S. Inc.","Remote or McLean, Virginia","https://www.dice.com/job-detail/73e08d69-edcc-42a6-95d6-17ec7839bf56","Thomson Reuters U.S. Inc.

Apply Now
Generative AI & Machine Learning Engineer

Remote or McLean, Virginia

•

Today

Are you passionate about the chance to bring your data quality improvement experience to a world class organization that is leading the way in both content and technology to serve and protect our citizens home and abroad? Do you have the skills necessary to manage, understand, and analyze inhouse and customer data including text mining, developing predictive systems, risk scoring, creating efficient algorithms, data quality improvement and other related activities? Then Thomson Reuters Special S

Full-time

USD 116,900.00 - 217,100.00 per year","Boston AI"
"AI Architect & Technologist Generative AI Focus","Connect Tech+Talent","Remote","https://www.dice.com/job-detail/1bffc424-66f2-41cd-8ab2-821e17b80bd7","Connect Tech+Talent

Easy Apply
AI Architect & Technologist Generative AI Focus

Remote

•

Today

AI Architect & Technologist Generative AI Focus Full-Time Location: Remote (Candidate should be from US only) Work Authorization: s, H1 (we can do H1 transfer for the right candidate) Job Description: We are in the midst of a digital revolution where AI and advanced analytics provide a rare opportunity for organizations to transform their business performance. We partner with clients to unlock the potential of AI/ML and Generative AI technologies - prototyping, refining, validating, and scaling

Full-time

Depends on Experience","Boston AI"
"Engineering Manager, Client Solutions","Venus Consultancy","Cambridge, Massachusetts","https://www.dice.com/job-detail/1ca94b3d-6f12-4e3c-96d3-94188baa0cd7","Venus Consultancy

Easy Apply
Engineering Manager, Client Solutions

Cambridge, Massachusetts

•

8d ago

Our client is a Series-A Generative AI startup in Cambridge, MA, backed by top-tier investors and led by proven founders with 27+ AI patents. Their mission: automate software creation and revolutionize enterprise development. Their platform enables thousands of AI agents to build software at scale reducing projects from six months to six days. Role OverviewOur client seeks a Engineering Manager, Client Solution to act as the technical bridge between their AI platform and enterprise engineering

Full-time

$120,000 - $180,000","Boston AI"
"AIML - ML Engineer, Safety Human Evaluation","Apple, Inc.","Cambridge, Massachusetts","https://www.dice.com/job-detail/49af8c5a-c2d5-49ac-8bda-1cec36327cde","Apple, Inc.

Apply Now
AIML - ML Engineer, Safety Human Evaluation

Cambridge, Massachusetts

•

Today

Join Us in Shaping the Future of Generative AI at Apple! Would you like to play a part in building the next generation of generative AI applications at Apple? We are looking for Machine Learning Engineers to work on ambitious projects that will impact the future of Apple, our products, and the broader world. This role is directed at assessing, quantifying, and improving the safety and inclusivity of Apple's Generative-AI powered features and products. In this role you'll have the opportunity to

Full-time

USD 162,500.00 - 244,600.00 per year","Boston AI"
"Artificial Intelligence & AWS Cloud Developer, Co-OP","State Street Corporation","Quincy, Massachusetts","https://www.dice.com/job-detail/9bdba438-8033-442f-8816-1f3a5e372635","State Street Corporation

Apply Now
Artificial Intelligence & AWS Cloud Developer, Co-OP

Quincy, Massachusetts

•

Yesterday

Jan 2026 - Jun 2026 (Full-Time role) Who We Are Looking For: This opportunity is ideal for individuals interested in contributing to our team as an Artificial Intelligence & AWS Cloud Intern within State Street's Global Technology Services organization. Our technology function, Global Technology Services (GTS), is vital to State Street and is the key enabler for our business to deliver data and insights to our clients. We're driving the company's digital transformation and expanding business cap

Full-time

USD 41,600.00 - 65,000.00 per year","Boston AI"
